ID_empleado;Nombre_empleado;Cargo;Planta;Turno;Sueldo_CLP
958;Empleado_958;Administrativo;Quellón;Tarde;1515215
959;Empleado_959;Técnico;Quellón;Mañana;1959576
960;Empleado_960;Operario;Puerto Montt;Tarde;1869701
961;Empleado_961;Técnico;Quellón;Noche;1557095
962;Empleado_962;Administrativo;Puerto Montt;Noche;1219200
963;Empleado_963;Administrativo;Hornopirén;Mañana;1115033
964;Empleado_964;Operario;Quellón;Noche;724278
965;Empleado_965;Técnico;Quellón;Mañana;1576325
966;Empleado_966;Técnico;Chinquihue;Tarde;700344
967;Empleado_967;Administrativo;Puerto Montt;Noche;1935585
968;Empleado_968;Supervisor;Chinquihue;Tarde;1088511
969;Empleado_969;Supervisor;Chinquihue;Mañana;1201542
970;Empleado_970;Operario;Puerto Montt;Noche;1782932
971;Empleado_971;Técnico;Chinquihue;Noche;613833
972;Empleado_972;Administrativo;Hornopirén;Mañana;1667145
973;Empleado_973;Técnico;Quellón;Mañana;1164228
974;Empleado_974;Técnico;Puerto Montt;Noche;1213713
975;Empleado_975;Administrativo;Chinquihue;Noche;831081
976;Empleado_976;Técnico;Hornopirén;Mañana;1129084
977;Empleado_977;Técnico;Calbuco;Tarde;1808334
978;Empleado_978;Supervisor;Quellón;Mañana;1509053
979;Empleado_979;Operario;Quellón;Tarde;1505904
980;Empleado_980;Supervisor;Puerto Montt;Noche;614721
981;Empleado_981;Técnico;Hornopirén;Mañana;891701
982;Empleado_982;Supervisor;Hornopirén;Tarde;1640217
983;Empleado_983;Administrativo;Calbuco;Mañana;1024315
984;Empleado_984;Técnico;Hornopirén;Mañana;1320399
985;Empleado_985;Técnico;Puerto Montt;Noche;1991461
986;Empleado_986;Administrativo;Puerto Montt;Noche;1143301
987;Empleado_987;Técnico;Quellón;Tarde;1661485
988;Empleado_988;Técnico;Chinquihue;Tarde;753092
989;Empleado_989;Técnico;Hornopirén;Mañana;1694023
990;Empleado_990;Supervisor;Hornopirén;Mañana;1784075
991;Empleado_991;Supervisor;Hornopirén;Mañana;1317215
992;Empleado_992;Administrativo;Chinquihue;Noche;1312255
993;Empleado_993;Supervisor;Chinquihue;Mañana;1629711
994;Empleado_994;Supervisor;Puerto Montt;Mañana;1558010
995;Empleado_995;Técnico;Quellón;Noche;1375238
996;Empleado_996;Supervisor;Quellón;Tarde;1564557
997;Empleado_997;Administrativo;Chinquihue;Tarde;1267123
998;Empleado_998;Técnico;Puerto Montt;Tarde;1361327
999;Empleado_999;Operario;Hornopirén;Noche;1181888
1000;Empleado_1000;Supervisor;Calbuco;Tarde;1451689
1001;Empleado_1001;Operario;Quellón;Mañana;1090548
1002;Empleado_1002;Supervisor;Hornopirén;Noche;1860778
1003;Empleado_1003;Técnico;Chinquihue;Tarde;980862
1004;Empleado_1004;Operario;Puerto Montt;Mañana;697909
1005;Empleado_1005;Operario;Quellón;Noche;1690182
1006;Empleado_1006;Técnico;Quellón;Noche;1550896
1007;Empleado_1007;Técnico;Calbuco;Tarde;1063197
1008;Empleado_1008;Supervisor;Quellón;Tarde;1485152
1009;Empleado_1009;Supervisor;Calbuco;Mañana;1303807
1010;Empleado_1010;Operario;Quellón;Tarde;1337606
1011;Empleado_1011;Supervisor;Hornopirén;Mañana;1156527
1012;Empleado_1012;Administrativo;Puerto Montt;Noche;661035
1013;Empleado_1013;Operario;Chinquihue;Tarde;1586732
1014;Empleado_1014;Técnico;Hornopirén;Mañana;842924
1015;Empleado_1015;Administrativo;Puerto Montt;Noche;1802160
1016;Empleado_1016;Supervisor;Hornopirén;Mañana;1304716
1017;Empleado_1017;Supervisor;Quellón;Tarde;807705
1018;Empleado_1018;Supervisor;Calbuco;Noche;1082007
1019;Empleado_1019;Supervisor;Quellón;Mañana;774717
1020;Empleado_1020;Supervisor;Calbuco;Mañana;802091
1021;Empleado_1021;Operario;Chinquihue;Tarde;1847597
1022;Empleado_1022;Supervisor;Chinquihue;Noche;1590811
1023;Empleado_1023;Administrativo;Hornopirén;Mañana;1698145
1024;Empleado_1024;Operario;Calbuco;Noche;1063400
1025;Empleado_1025;Administrativo;Puerto Montt;Tarde;610786
1026;Empleado_1026;Supervisor;Hornopirén;Noche;1881983
1027;Empleado_1027;Técnico;Quellón;Mañana;925424
1028;Empleado_1028;Supervisor;Calbuco;Mañana;1765210
1029;Empleado_1029;Administrativo;Quellón;Noche;1114991
1030;Empleado_1030;Técnico;Chinquihue;Mañana;556987
1031;Empleado_1031;Administrativo;Puerto Montt;Tarde;512710
1032;Empleado_1032;Técnico;Hornopirén;Tarde;520703
1033;Empleado_1033;Operario;Hornopirén;Mañana;1377692
1034;Empleado_1034;Supervisor;Quellón;Mañana;762708
1035;Empleado_1035;Técnico;Chinquihue;Mañana;921676
1036;Empleado_1036;Administrativo;Chinquihue;Mañana;1682149
1037;Empleado_1037;Administrativo;Puerto Montt;Tarde;1739427
1038;Empleado_1038;Técnico;Puerto Montt;Mañana;1817874
1039;Empleado_1039;Operario;Calbuco;Noche;637069
1040;Empleado_1040;Supervisor;Hornopirén;Tarde;1306635
1041;Empleado_1041;Operario;Quellón;Tarde;1856045
1042;Empleado_1042;Supervisor;Calbuco;Noche;1711898
1043;Empleado_1043;Supervisor;Hornopirén;Mañana;1811229
1044;Empleado_1044;Supervisor;Quellón;Tarde;1444085
1045;Empleado_1045;Administrativo;Calbuco;Noche;1310341
1046;Empleado_1046;Técnico;Quellón;Noche;1696347
1047;Empleado_1047;Administrativo;Hornopirén;Tarde;1876592
1048;Empleado_1048;Administrativo;Puerto Montt;Noche;1482630
1049;Empleado_1049;Operario;Quellón;Tarde;1829501
1050;Empleado_1050;Técnico;Puerto Montt;Noche;636963
1051;Empleado_1051;Operario;Chinquihue;Tarde;1717325
1052;Empleado_1052;Administrativo;Calbuco;Tarde;1345674
1053;Empleado_1053;Administrativo;Hornopirén;Mañana;1286473
1054;Empleado_1054;Supervisor;Chinquihue;Mañana;1890287
1055;Empleado_1055;Administrativo;Chinquihue;Noche;1700519
1056;Empleado_1056;Operario;Calbuco;Mañana;990953
1057;Empleado_1057;Operario;Calbuco;Tarde;1239316
1058;Empleado_1058;Administrativo;Quellón;Mañana;1707862
1059;Empleado_1059;Administrativo;Chinquihue;Mañana;1078431
1060;Empleado_1060;Supervisor;Quellón;Mañana;1974865
1061;Empleado_1061;Operario;Puerto Montt;Mañana;887785
1062;Empleado_1062;Técnico;Calbuco;Noche;1489207
1063;Empleado_1063;Operario;Hornopirén;Noche;847494
1064;Empleado_1064;Operario;Puerto Montt;Noche;1436857
1065;Empleado_1065;Administrativo;Calbuco;Noche;1613647
1066;Empleado_1066;Supervisor;Quellón;Noche;1594479
1067;Empleado_1067;Supervisor;Hornopirén;Mañana;1713219
1068;Empleado_1068;Supervisor;Calbuco;Tarde;778517
1069;Empleado_1069;Técnico;Calbuco;Noche;745442
1070;Empleado_1070;Administrativo;Quellón;Tarde;1458711
1071;Empleado_1071;Operario;Hornopirén;Tarde;1356754
1072;Empleado_1072;Supervisor;Calbuco;Tarde;1496166
1073;Empleado_1073;Operario;Hornopirén;Mañana;1160839
1074;Empleado_1074;Técnico;Calbuco;Mañana;645861
1075;Empleado_1075;Operario;Quellón;Mañana;1720087
1076;Empleado_1076;Operario;Hornopirén;Tarde;1283121
1077;Empleado_1077;Administrativo;Calbuco;Mañana;1508868
1078;Empleado_1078;Técnico;Puerto Montt;Noche;1534043
1079;Empleado_1079;Operario;Calbuco;Mañana;836814
1080;Empleado_1080;Supervisor;Puerto Montt;Tarde;1957592
1081;Empleado_1081;Supervisor;Calbuco;Mañana;800266
1082;Empleado_1082;Técnico;Hornopirén;Tarde;1524382
1083;Empleado_1083;Operario;Puerto Montt;Tarde;650724
1084;Empleado_1084;Supervisor;Hornopirén;Tarde;1706947
1085;Empleado_1085;Técnico;Puerto Montt;Mañana;1897721
1086;Empleado_1086;Técnico;Chinquihue;Noche;1208314
1087;Empleado_1087;Técnico;Puerto Montt;Tarde;778590
1088;Empleado_1088;Técnico;Puerto Montt;Noche;1730931
1089;Empleado_1089;Técnico;Quellón;Mañana;1178930
1090;Empleado_1090;Administrativo;Puerto Montt;Mañana;1967293
1091;Empleado_1091;Técnico;Hornopirén;Tarde;1311141
1092;Empleado_1092;Técnico;Hornopirén;Tarde;696682
1093;Empleado_1093;Administrativo;Calbuco;Noche;1188988
1094;Empleado_1094;Técnico;Chinquihue;Tarde;1604612
1095;Empleado_1095;Técnico;Calbuco;Noche;1897515
1096;Empleado_1096;Técnico;Calbuco;Tarde;896483
1097;Empleado_1097;Técnico;Puerto Montt;Mañana;1091325
1098;Empleado_1098;Operario;Chinquihue;Tarde;1208946
1099;Empleado_1099;Administrativo;Chinquihue;Mañana;764375
1100;Empleado_1100;Administrativo;Hornopirén;Mañana;981898
1101;Empleado_1101;Administrativo;Chinquihue;Mañana;1419835
1102;Empleado_1102;Supervisor;Chinquihue;Tarde;1781607
1103;Empleado_1103;Administrativo;Puerto Montt;Mañana;568553
1104;Empleado_1104;Operario;Hornopirén;Noche;1086312
1105;Empleado_1105;Supervisor;Hornopirén;Tarde;1389053
1106;Empleado_1106;Administrativo;Chinquihue;Noche;1697843
1107;Empleado_1107;Operario;Calbuco;Tarde;720152
1108;Empleado_1108;Administrativo;Quellón;Mañana;944468
1109;Empleado_1109;Operario;Chinquihue;Noche;1933942
1110;Empleado_1110;Administrativo;Quellón;Mañana;1506997
1111;Empleado_1111;Administrativo;Hornopirén;Noche;1850225
1112;Empleado_1112;Administrativo;Quellón;Mañana;819673
1113;Empleado_1113;Administrativo;Chinquihue;Tarde;1333946
1114;Empleado_1114;Técnico;Quellón;Mañana;1362846
1115;Empleado_1115;Administrativo;Chinquihue;Tarde;1178874
1116;Empleado_1116;Técnico;Quellón;Noche;1386318
1117;Empleado_1117;Administrativo;Quellón;Noche;1789190
1118;Empleado_1118;Operario;Chinquihue;Mañana;521645
1119;Empleado_1119;Técnico;Hornopirén;Noche;1444471
1120;Empleado_1120;Operario;Puerto Montt;Tarde;665479
1121;Empleado_1121;Técnico;Quellón;Mañana;609980
1122;Empleado_1122;Técnico;Puerto Montt;Mañana;587318
1123;Empleado_1123;Operario;Quellón;Noche;640978
1124;Empleado_1124;Operario;Hornopirén;Noche;1987286
1125;Empleado_1125;Administrativo;Calbuco;Tarde;759119
1126;Empleado_1126;Operario;Puerto Montt;Noche;749527
1127;Empleado_1127;Técnico;Chinquihue;Noche;1157434
1128;Empleado_1128;Operario;Puerto Montt;Mañana;1943357
1129;Empleado_1129;Administrativo;Chinquihue;Mañana;1338051
1130;Empleado_1130;Operario;Hornopirén;Tarde;501311
1131;Empleado_1131;Técnico;Puerto Montt;Noche;1139259
1132;Empleado_1132;Supervisor;Hornopirén;Noche;556470
1133;Empleado_1133;Técnico;Chinquihue;Tarde;665472
1134;Empleado_1134;Técnico;Quellón;Noche;1075488
1135;Empleado_1135;Técnico;Puerto Montt;Tarde;630529
1136;Empleado_1136;Supervisor;Hornopirén;Noche;1247598
1137;Empleado_1137;Administrativo;Calbuco;Mañana;1438902
1138;Empleado_1138;Supervisor;Chinquihue;Mañana;703048
1139;Empleado_1139;Supervisor;Hornopirén;Noche;1707656
1140;Empleado_1140;Técnico;Puerto Montt;Mañana;1309467
1141;Empleado_1141;Operario;Chinquihue;Mañana;1270375
1142;Empleado_1142;Supervisor;Hornopirén;Noche;1222112
1143;Empleado_1143;Administrativo;Hornopirén;Tarde;1366196
1144;Empleado_1144;Operario;Calbuco;Mañana;801989
1145;Empleado_1145;Técnico;Puerto Montt;Tarde;1498363
1146;Empleado_1146;Administrativo;Calbuco;Tarde;501308
1147;Empleado_1147;Técnico;Hornopirén;Mañana;553340
1148;Empleado_1148;Operario;Puerto Montt;Tarde;963383
1149;Empleado_1149;Operario;Calbuco;Tarde;1745385
1150;Empleado_1150;Operario;Hornopirén;Noche;871924
1151;Empleado_1151;Técnico;Chinquihue;Mañana;700045
1152;Empleado_1152;Supervisor;Quellón;Noche;1300664
1153;Empleado_1153;Supervisor;Quellón;Mañana;1778265
1154;Empleado_1154;Operario;Calbuco;Mañana;1380762
1155;Empleado_1155;Operario;Calbuco;Noche;1762478
1156;Empleado_1156;Técnico;Quellón;Noche;1671085
1157;Empleado_1157;Supervisor;Calbuco;Tarde;1620750
1158;Empleado_1158;Operario;Hornopirén;Tarde;1654311
1159;Empleado_1159;Técnico;Quellón;Tarde;1502183
1160;Empleado_1160;Supervisor;Quellón;Mañana;511185
1161;Empleado_1161;Técnico;Quellón;Tarde;1436551
1162;Empleado_1162;Técnico;Puerto Montt;Tarde;1541143
1163;Empleado_1163;Supervisor;Calbuco;Tarde;868874
1164;Empleado_1164;Administrativo;Quellón;Mañana;754999
1165;Empleado_1165;Administrativo;Calbuco;Tarde;757004
1166;Empleado_1166;Técnico;Quellón;Noche;1490050
1167;Empleado_1167;Operario;Hornopirén;Noche;555584
1168;Empleado_1168;Técnico;Hornopirén;Mañana;912242
1169;Empleado_1169;Operario;Hornopirén;Noche;1577827
1170;Empleado_1170;Operario;Hornopirén;Mañana;1917390
1171;Empleado_1171;Técnico;Chinquihue;Mañana;566290
1172;Empleado_1172;Operario;Chinquihue;Tarde;687008
1173;Empleado_1173;Administrativo;Quellón;Noche;1983127
1174;Empleado_1174;Administrativo;Hornopirén;Mañana;1374814
1175;Empleado_1175;Supervisor;Quellón;Noche;1235282
1176;Empleado_1176;Operario;Quellón;Mañana;1331707
1177;Empleado_1177;Operario;Quellón;Noche;1021963
1178;Empleado_1178;Técnico;Hornopirén;Tarde;1689450
1179;Empleado_1179;Administrativo;Puerto Montt;Mañana;803762
1180;Empleado_1180;Administrativo;Puerto Montt;Mañana;1873275
1181;Empleado_1181;Administrativo;Calbuco;Noche;984941
1182;Empleado_1182;Administrativo;Quellón;Mañana;939221
1183;Empleado_1183;Operario;Hornopirén;Mañana;749321
1184;Empleado_1184;Operario;Hornopirén;Mañana;1193847
1185;Empleado_1185;Administrativo;Hornopirén;Mañana;837356
1186;Empleado_1186;Operario;Puerto Montt;Mañana;1683990
1187;Empleado_1187;Supervisor;Chinquihue;Mañana;767646
1188;Empleado_1188;Técnico;Hornopirén;Mañana;1228519
1189;Empleado_1189;Administrativo;Quellón;Tarde;1763990
1190;Empleado_1190;Técnico;Quellón;Mañana;849056
1191;Empleado_1191;Supervisor;Quellón;Noche;1953791
1192;Empleado_1192;Técnico;Hornopirén;Noche;1648883
1193;Empleado_1193;Técnico;Calbuco;Noche;777035
1194;Empleado_1194;Operario;Quellón;Mañana;1665504
1195;Empleado_1195;Operario;Hornopirén;Mañana;1055382
1196;Empleado_1196;Operario;Calbuco;Tarde;1036197
1197;Empleado_1197;Operario;Calbuco;Tarde;1662543
1198;Empleado_1198;Técnico;Puerto Montt;Mañana;1840501
1199;Empleado_1199;Técnico;Hornopirén;Noche;1111847
1200;Empleado_1200;Supervisor;Quellón;Mañana;655153
1201;Empleado_1201;Técnico;Calbuco;Tarde;624492
1202;Empleado_1202;Técnico;Quellón;Mañana;1040689
1203;Empleado_1203;Supervisor;Hornopirén;Tarde;1416182
1204;Empleado_1204;Técnico;Chinquihue;Noche;1029207
1205;Empleado_1205;Supervisor;Puerto Montt;Tarde;1646768
1206;Empleado_1206;Técnico;Quellón;Noche;1001346
1207;Empleado_1207;Supervisor;Chinquihue;Noche;674588
1208;Empleado_1208;Operario;Hornopirén;Mañana;1769383
1209;Empleado_1209;Operario;Chinquihue;Mañana;1719095
1210;Empleado_1210;Técnico;Chinquihue;Tarde;840209
1211;Empleado_1211;Administrativo;Calbuco;Mañana;1330303
1212;Empleado_1212;Técnico;Puerto Montt;Mañana;1938030
1213;Empleado_1213;Operario;Chinquihue;Mañana;1955913
1214;Empleado_1214;Operario;Chinquihue;Tarde;761325
1215;Empleado_1215;Técnico;Puerto Montt;Tarde;1534082
1216;Empleado_1216;Administrativo;Quellón;Mañana;1884434
1217;Empleado_1217;Operario;Chinquihue;Mañana;830063
1218;Empleado_1218;Operario;Quellón;Noche;707202
1219;Empleado_1219;Administrativo;Hornopirén;Noche;899351
1220;Empleado_1220;Administrativo;Chinquihue;Noche;1924228
1221;Empleado_1221;Supervisor;Hornopirén;Mañana;1066779
1222;Empleado_1222;Operario;Quellón;Tarde;1871035
1223;Empleado_1223;Supervisor;Quellón;Mañana;512659
1224;Empleado_1224;Técnico;Calbuco;Noche;1058660
1225;Empleado_1225;Administrativo;Quellón;Mañana;1381580
1226;Empleado_1226;Supervisor;Calbuco;Mañana;1519746
1227;Empleado_1227;Operario;Calbuco;Noche;1464088
1228;Empleado_1228;Operario;Chinquihue;Mañana;866309
1229;Empleado_1229;Operario;Calbuco;Tarde;1133664
1230;Empleado_1230;Técnico;Quellón;Noche;1101145
1231;Empleado_1231;Técnico;Chinquihue;Tarde;1732457
1232;Empleado_1232;Supervisor;Hornopirén;Noche;894761
1233;Empleado_1233;Administrativo;Calbuco;Mañana;1849481
1234;Empleado_1234;Supervisor;Calbuco;Mañana;1539881
1235;Empleado_1235;Técnico;Quellón;Tarde;1334999
1236;Empleado_1236;Técnico;Puerto Montt;Tarde;1172658
1237;Empleado_1237;Técnico;Puerto Montt;Noche;1474822
1238;Empleado_1238;Operario;Hornopirén;Mañana;1793452
1239;Empleado_1239;Operario;Calbuco;Mañana;1691890
1240;Empleado_1240;Operario;Calbuco;Mañana;1466709
1241;Empleado_1241;Operario;Hornopirén;Mañana;838127
1242;Empleado_1242;Técnico;Calbuco;Tarde;924794
1243;Empleado_1243;Operario;Puerto Montt;Noche;642485
1244;Empleado_1244;Supervisor;Chinquihue;Noche;931617
1245;Empleado_1245;Administrativo;Calbuco;Mañana;1115590
1246;Empleado_1246;Administrativo;Calbuco;Tarde;1526456
1247;Empleado_1247;Supervisor;Quellón;Tarde;664363
1248;Empleado_1248;Técnico;Puerto Montt;Tarde;1678530
1249;Empleado_1249;Operario;Chinquihue;Mañana;1777685
1250;Empleado_1250;Operario;Quellón;Tarde;658225
1251;Empleado_1251;Supervisor;Hornopirén;Tarde;1197754
1252;Empleado_1252;Supervisor;Hornopirén;Noche;1453941
1253;Empleado_1253;Operario;Puerto Montt;Mañana;1666605
1254;Empleado_1254;Administrativo;Puerto Montt;Noche;799464
1255;Empleado_1255;Técnico;Quellón;Mañana;1735933
1256;Empleado_1256;Operario;Calbuco;Noche;865171
1257;Empleado_1257;Administrativo;Puerto Montt;Tarde;1822431
1258;Empleado_1258;Administrativo;Calbuco;Noche;1776002
1259;Empleado_1259;Administrativo;Quellón;Noche;1566753
1260;Empleado_1260;Supervisor;Hornopirén;Noche;1364098
1261;Empleado_1261;Administrativo;Puerto Montt;Tarde;1519236
1262;Empleado_1262;Supervisor;Calbuco;Tarde;1654999
1263;Empleado_1263;Administrativo;Chinquihue;Tarde;1478031
1264;Empleado_1264;Técnico;Hornopirén;Mañana;718114
1265;Empleado_1265;Supervisor;Calbuco;Tarde;606858
1266;Empleado_1266;Supervisor;Quellón;Tarde;1719436
1267;Empleado_1267;Administrativo;Puerto Montt;Mañana;1778041
1268;Empleado_1268;Administrativo;Chinquihue;Noche;835726
1269;Empleado_1269;Operario;Puerto Montt;Noche;933824
1270;Empleado_1270;Operario;Hornopirén;Mañana;1387335
1271;Empleado_1271;Técnico;Quellón;Tarde;981844
1272;Empleado_1272;Técnico;Hornopirén;Noche;1901462
1273;Empleado_1273;Operario;Calbuco;Noche;919843
1274;Empleado_1274;Administrativo;Hornopirén;Noche;1765734
1275;Empleado_1275;Supervisor;Puerto Montt;Noche;1021711
1276;Empleado_1276;Técnico;Hornopirén;Mañana;1733834
1277;Empleado_1277;Técnico;Calbuco;Tarde;1103887
1278;Empleado_1278;Operario;Calbuco;Tarde;1524486
1279;Empleado_1279;Operario;Quellón;Noche;607798
1280;Empleado_1280;Técnico;Quellón;Tarde;878366
1281;Empleado_1281;Administrativo;Quellón;Tarde;635741
1282;Empleado_1282;Administrativo;Hornopirén;Tarde;1741811
1283;Empleado_1283;Técnico;Calbuco;Tarde;924421
1284;Empleado_1284;Administrativo;Calbuco;Mañana;711752
1285;Empleado_1285;Operario;Quellón;Tarde;836523
1286;Empleado_1286;Administrativo;Calbuco;Mañana;1861510
1287;Empleado_1287;Técnico;Hornopirén;Noche;1015049
1288;Empleado_1288;Administrativo;Calbuco;Tarde;1247258
1289;Empleado_1289;Supervisor;Puerto Montt;Tarde;1197091
1290;Empleado_1290;Operario;Hornopirén;Tarde;1289412
1291;Empleado_1291;Técnico;Calbuco;Noche;1629690
1292;Empleado_1292;Supervisor;Chinquihue;Mañana;680636
1293;Empleado_1293;Supervisor;Hornopirén;Mañana;561903
1294;Empleado_1294;Administrativo;Chinquihue;Noche;1657957
1295;Empleado_1295;Operario;Chinquihue;Noche;780958
1296;Empleado_1296;Supervisor;Quellón;Mañana;928110
1297;Empleado_1297;Técnico;Calbuco;Noche;1607572
1298;Empleado_1298;Técnico;Calbuco;Tarde;1829000
1299;Empleado_1299;Supervisor;Chinquihue;Tarde;1964655
1300;Empleado_1300;Técnico;Puerto Montt;Noche;1107585
1301;Empleado_1301;Técnico;Chinquihue;Tarde;1931904
1302;Empleado_1302;Técnico;Hornopirén;Mañana;1628374
1303;Empleado_1303;Administrativo;Hornopirén;Noche;1068392
1304;Empleado_1304;Operario;Hornopirén;Noche;1769496
1305;Empleado_1305;Técnico;Chinquihue;Mañana;1137031
1306;Empleado_1306;Operario;Calbuco;Mañana;1585946
1307;Empleado_1307;Técnico;Calbuco;Noche;1837922
1308;Empleado_1308;Administrativo;Hornopirén;Mañana;1143793
1309;Empleado_1309;Técnico;Quellón;Tarde;665163
1310;Empleado_1310;Administrativo;Quellón;Tarde;947972
1311;Empleado_1311;Técnico;Puerto Montt;Mañana;828368
1312;Empleado_1312;Técnico;Calbuco;Tarde;1609106
1313;Empleado_1313;Supervisor;Quellón;Mañana;1973133
1314;Empleado_1314;Administrativo;Quellón;Noche;628669
1315;Empleado_1315;Técnico;Calbuco;Mañana;1774761
1316;Empleado_1316;Operario;Puerto Montt;Noche;1091203
1317;Empleado_1317;Operario;Quellón;Mañana;1451450
1318;Empleado_1318;Supervisor;Puerto Montt;Noche;1464908
1319;Empleado_1319;Operario;Quellón;Mañana;1292140
1320;Empleado_1320;Operario;Chinquihue;Tarde;924543
1321;Empleado_1321;Operario;Chinquihue;Tarde;916517
1322;Empleado_1322;Administrativo;Quellón;Noche;1082093
1323;Empleado_1323;Técnico;Quellón;Tarde;1015858
1324;Empleado_1324;Administrativo;Chinquihue;Tarde;1840149
1325;Empleado_1325;Administrativo;Hornopirén;Noche;986028
1326;Empleado_1326;Administrativo;Puerto Montt;Tarde;1790341
1327;Empleado_1327;Operario;Puerto Montt;Mañana;1480115
1328;Empleado_1328;Administrativo;Quellón;Tarde;854374
1329;Empleado_1329;Supervisor;Calbuco;Tarde;1499042
1330;Empleado_1330;Operario;Chinquihue;Noche;1858994
1331;Empleado_1331;Supervisor;Chinquihue;Noche;1428477
1332;Empleado_1332;Administrativo;Puerto Montt;Tarde;1184893
1333;Empleado_1333;Técnico;Hornopirén;Tarde;1916889
1334;Empleado_1334;Supervisor;Hornopirén;Noche;1556335
1335;Empleado_1335;Técnico;Quellón;Tarde;1445052
1336;Empleado_1336;Técnico;Chinquihue;Tarde;1965622
1337;Empleado_1337;Administrativo;Chinquihue;Mañana;1857805
1338;Empleado_1338;Supervisor;Chinquihue;Tarde;1364213
1339;Empleado_1339;Supervisor;Chinquihue;Noche;901171
1340;Empleado_1340;Supervisor;Puerto Montt;Tarde;1543442
1341;Empleado_1341;Técnico;Calbuco;Tarde;906318
1342;Empleado_1342;Supervisor;Quellón;Noche;1703979
1343;Empleado_1343;Administrativo;Puerto Montt;Mañana;1240641
1344;Empleado_1344;Administrativo;Hornopirén;Tarde;1948186
1345;Empleado_1345;Administrativo;Chinquihue;Noche;1358282
1346;Empleado_1346;Administrativo;Calbuco;Noche;1662532
1347;Empleado_1347;Administrativo;Quellón;Mañana;1402002
1348;Empleado_1348;Técnico;Calbuco;Mañana;581090
1349;Empleado_1349;Administrativo;Puerto Montt;Tarde;1208703
1350;Empleado_1350;Técnico;Quellón;Noche;1815095
1351;Empleado_1351;Operario;Quellón;Mañana;1604678
1352;Empleado_1352;Operario;Quellón;Tarde;897587
1353;Empleado_1353;Administrativo;Puerto Montt;Mañana;707831
1354;Empleado_1354;Administrativo;Calbuco;Tarde;793135
1355;Empleado_1355;Administrativo;Puerto Montt;Tarde;1202517
1356;Empleado_1356;Operario;Hornopirén;Noche;1182076
1357;Empleado_1357;Supervisor;Puerto Montt;Noche;1894107
1358;Empleado_1358;Operario;Hornopirén;Noche;1173038
1359;Empleado_1359;Supervisor;Chinquihue;Tarde;673718
1360;Empleado_1360;Operario;Puerto Montt;Tarde;1136664
1361;Empleado_1361;Supervisor;Quellón;Mañana;836850
1362;Empleado_1362;Técnico;Quellón;Tarde;1029759
1363;Empleado_1363;Técnico;Quellón;Mañana;1865515
1364;Empleado_1364;Operario;Puerto Montt;Noche;1463704
1365;Empleado_1365;Supervisor;Calbuco;Tarde;1404726
1366;Empleado_1366;Operario;Hornopirén;Noche;1732700
1367;Empleado_1367;Operario;Calbuco;Mañana;1891527
1368;Empleado_1368;Supervisor;Puerto Montt;Noche;1004923
1369;Empleado_1369;Operario;Quellón;Mañana;1802577
1370;Empleado_1370;Operario;Chinquihue;Tarde;786121
1371;Empleado_1371;Administrativo;Chinquihue;Mañana;749287
1372;Empleado_1372;Supervisor;Hornopirén;Mañana;541385
1373;Empleado_1373;Supervisor;Chinquihue;Tarde;1491705
1374;Empleado_1374;Técnico;Calbuco;Tarde;631191
1375;Empleado_1375;Operario;Calbuco;Mañana;1007578
1376;Empleado_1376;Técnico;Chinquihue;Mañana;1061165
1377;Empleado_1377;Operario;Quellón;Mañana;1857269
1378;Empleado_1378;Operario;Hornopirén;Tarde;1012389
1379;Empleado_1379;Técnico;Hornopirén;Mañana;1823413
1380;Empleado_1380;Supervisor;Calbuco;Mañana;1186129
1381;Empleado_1381;Administrativo;Puerto Montt;Tarde;579688
1382;Empleado_1382;Supervisor;Hornopirén;Tarde;719980
1383;Empleado_1383;Técnico;Quellón;Mañana;1162871
1384;Empleado_1384;Supervisor;Hornopirén;Tarde;1806522
1385;Empleado_1385;Operario;Chinquihue;Mañana;1209180
1386;Empleado_1386;Supervisor;Calbuco;Mañana;749669
1387;Empleado_1387;Operario;Quellón;Mañana;1799669
1388;Empleado_1388;Administrativo;Hornopirén;Mañana;1761610
1389;Empleado_1389;Técnico;Hornopirén;Mañana;1726883
1390;Empleado_1390;Administrativo;Quellón;Mañana;1927056
1391;Empleado_1391;Técnico;Chinquihue;Noche;1867476
1392;Empleado_1392;Administrativo;Calbuco;Mañana;1067631
1393;Empleado_1393;Administrativo;Quellón;Noche;1728995
1394;Empleado_1394;Administrativo;Quellón;Noche;1607178
1395;Empleado_1395;Supervisor;Calbuco;Noche;542090
1396;Empleado_1396;Operario;Hornopirén;Mañana;1799177
1397;Empleado_1397;Administrativo;Calbuco;Mañana;1921875
1398;Empleado_1398;Administrativo;Calbuco;Mañana;1231678
1399;Empleado_1399;Operario;Calbuco;Tarde;1563337
1400;Empleado_1400;Supervisor;Calbuco;Mañana;747612
1401;Empleado_1401;Operario;Chinquihue;Mañana;1442561
1402;Empleado_1402;Operario;Chinquihue;Tarde;1339034
1403;Empleado_1403;Supervisor;Chinquihue;Tarde;1517537
1404;Empleado_1404;Operario;Hornopirén;Tarde;750236
1405;Empleado_1405;Supervisor;Chinquihue;Tarde;1244565
1406;Empleado_1406;Operario;Calbuco;Noche;1794987
1407;Empleado_1407;Operario;Calbuco;Noche;672125
1408;Empleado_1408;Supervisor;Puerto Montt;Tarde;734275
